sep=,
2025-05-22 12:00:00,openai.gpt-4.1-mini-2025-04-14,1.01 Mil
2025-05-22 12:00:00,openai.o4-mini-2025-04-16,265 K
2025-05-22 13:00:00,anthropic.claude-3-5-haiku-20241022,3.11 K
2025-05-22 13:00:00,anthropic.claude-3-7-sonnet-20250219,601 K
2025-05-22 13:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 13:00:00,google_genai.gemini-2.0-flash-001,198 K
2025-05-22 13:00:00,meta.llama-3-2-11b-vision-instruct,13.6 K
2025-05-22 13:00:00,mistral.mistral-small-2503,88
2025-05-22 13:00:00,mistral.pixtral-large-2411,34
2025-05-22 13:00:00,ollama.mistral:7b,154
2025-05-22 13:00:00,openai.gpt-4.1-2025-04-14,380 K
2025-05-22 13:00:00,openai.gpt-4.1-mini-2025-04-14,1.96 Mil
2025-05-22 13:00:00,openai.o4-mini-2025-04-16,94.8 K
2025-05-22 14:00:00,anthropic.claude-3-5-haiku-20241022,19.0 K
2025-05-22 14:00:00,anthropic.claude-3-7-sonnet-20250219,487 K
2025-05-22 14:00:00,google_genai.gemini-1.5-pro-002,2.04 K
2025-05-22 14:00:00,google_genai.gemini-2.0-flash-001,626 K
2025-05-22 14:00:00,meta.llama-3-2-11b-vision-instruct,4.38 K
2025-05-22 14:00:00,mistral.mistral-small-2503,89
2025-05-22 14:00:00,mistral.pixtral-large-2411,282
2025-05-22 14:00:00,ollama.mistral:7b,154
2025-05-22 14:00:00,openai.gpt-4.1-2025-04-14,189 K
2025-05-22 14:00:00,openai.gpt-4.1-mini-2025-04-14,2.40 Mil
2025-05-22 14:00:00,openai.o4-mini-2025-04-16,437 K
2025-05-22 15:00:00,anthropic.claude-3-5-haiku-20241022,88.8 K
2025-05-22 15:00:00,anthropic.claude-3-7-sonnet-20250219,494 K
2025-05-22 15:00:00,google_genai.gemini-1.5-pro-002,5.40 K
2025-05-22 15:00:00,google_genai.gemini-2.0-flash-001,322 K
2025-05-22 15:00:00,meta.llama-3-2-11b-vision-instruct,27.2 K
2025-05-22 15:00:00,mistral.mistral-small-2503,209
2025-05-22 15:00:00,mistral.pixtral-large-2411,75
2025-05-22 15:00:00,ollama.mistral:7b,154
2025-05-22 15:00:00,openai.gpt-4.1-2025-04-14,247 K
2025-05-22 15:00:00,openai.gpt-4.1-mini-2025-04-14,1.95 Mil
2025-05-22 15:00:00,openai.o4-mini-2025-04-16,517 K
2025-05-22 16:00:00,anthropic.claude-3-5-haiku-20241022,2.35 K
2025-05-22 16:00:00,anthropic.claude-3-7-sonnet-20250219,1.01 Mil
2025-05-22 16:00:00,google_genai.gemini-1.5-pro-002,13.7 K
2025-05-22 16:00:00,google_genai.gemini-2.0-flash-001,303 K
2025-05-22 16:00:00,meta.llama-3-2-11b-vision-instruct,40.0 K
2025-05-22 16:00:00,mistral.mistral-small-2503,88
2025-05-22 16:00:00,mistral.pixtral-large-2411,202
2025-05-22 16:00:00,ollama.mistral:7b,154
2025-05-22 16:00:00,openai.gpt-4.1-2025-04-14,61.8 K
2025-05-22 16:00:00,openai.gpt-4.1-mini-2025-04-14,1.81 Mil
2025-05-22 16:00:00,openai.o4-mini-2025-04-16,305 K
2025-05-22 17:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 17:00:00,anthropic.claude-3-7-sonnet-20250219,331 K
2025-05-22 17:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 17:00:00,google_genai.gemini-2.0-flash-001,72.9 K
2025-05-22 17:00:00,meta.llama-3-2-11b-vision-instruct,713
2025-05-22 17:00:00,mistral.mistral-small-2503,88
2025-05-22 17:00:00,mistral.pixtral-large-2411,83
2025-05-22 17:00:00,ollama.mistral:7b,154
2025-05-22 17:00:00,openai.gpt-4.1-2025-04-14,451 K
2025-05-22 17:00:00,openai.gpt-4.1-mini-2025-04-14,1.66 Mil
2025-05-22 17:00:00,openai.o4-mini-2025-04-16,113 K
2025-05-22 18:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 18:00:00,anthropic.claude-3-7-sonnet-20250219,760 K
2025-05-22 18:00:00,google_genai.gemini-1.5-pro-002,3.38 K
2025-05-22 18:00:00,google_genai.gemini-2.0-flash-001,1.29 Mil
2025-05-22 18:00:00,meta.llama-3-2-11b-vision-instruct,1.16 K
2025-05-22 18:00:00,mistral.mistral-small-2503,196
2025-05-22 18:00:00,mistral.pixtral-large-2411,34
2025-05-22 18:00:00,ollama.mistral:7b,154
2025-05-22 18:00:00,openai.gpt-4.1-2025-04-14,50.5 K
2025-05-22 18:00:00,openai.gpt-4.1-mini-2025-04-14,1.16 Mil
2025-05-22 18:00:00,openai.o4-mini-2025-04-16,128 K
2025-05-22 19:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 19:00:00,anthropic.claude-3-7-sonnet-20250219,624 K
2025-05-22 19:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 19:00:00,google_genai.gemini-2.0-flash-001,922 K
2025-05-22 19:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-22 19:00:00,mistral.mistral-small-2503,68
2025-05-22 19:00:00,mistral.pixtral-large-2411,57
2025-05-22 19:00:00,ollama.mistral:7b,154
2025-05-22 19:00:00,openai.gpt-4.1-2025-04-14,181 K
2025-05-22 19:00:00,openai.gpt-4.1-mini-2025-04-14,2.55 Mil
2025-05-22 19:00:00,openai.o4-mini-2025-04-16,40.0 K
2025-05-22 20:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 20:00:00,anthropic.claude-3-7-sonnet-20250219,82.3 K
2025-05-22 20:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 20:00:00,google_genai.gemini-2.0-flash-001,885
2025-05-22 20:00:00,meta.llama-3-2-11b-vision-instruct,4.73 K
2025-05-22 20:00:00,mistral.mistral-small-2503,188
2025-05-22 20:00:00,mistral.pixtral-large-2411,83
2025-05-22 20:00:00,ollama.mistral:7b,574
2025-05-22 20:00:00,openai.gpt-4.1-2025-04-14,79.8 K
2025-05-22 20:00:00,openai.gpt-4.1-mini-2025-04-14,1.22 Mil
2025-05-22 20:00:00,openai.o4-mini-2025-04-16,985 K
2025-05-22 21:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 21:00:00,anthropic.claude-3-7-sonnet-20250219,188 K
2025-05-22 21:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 21:00:00,google_genai.gemini-2.0-flash-001,93.0 K
2025-05-22 21:00:00,meta.llama-3-2-11b-vision-instruct,15.7 K
2025-05-22 21:00:00,mistral.mistral-small-2503,89
2025-05-22 21:00:00,mistral.pixtral-large-2411,110
2025-05-22 21:00:00,ollama.mistral:7b,177
2025-05-22 21:00:00,openai.gpt-4.1-2025-04-14,129 K
2025-05-22 21:00:00,openai.gpt-4.1-mini-2025-04-14,1.65 Mil
2025-05-22 21:00:00,openai.o4-mini-2025-04-16,3.32 Mil
2025-05-22 22:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 22:00:00,anthropic.claude-3-7-sonnet-20250219,188 K
2025-05-22 22:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 22:00:00,google_genai.gemini-2.0-flash-001,195 K
2025-05-22 22:00:00,meta.llama-3-2-11b-vision-instruct,1.16 K
2025-05-22 22:00:00,mistral.mistral-small-2503,89
2025-05-22 22:00:00,mistral.pixtral-large-2411,110
2025-05-22 22:00:00,ollama.mistral:7b,154
2025-05-22 22:00:00,openai.gpt-4.1-2025-04-14,969 K
2025-05-22 22:00:00,openai.gpt-4.1-mini-2025-04-14,1.38 Mil
2025-05-22 22:00:00,openai.o4-mini-2025-04-16,337 K
2025-05-22 23:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 23:00:00,anthropic.claude-3-7-sonnet-20250219,159 K
2025-05-22 23:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 23:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 23:00:00,meta.llama-3-2-11b-vision-instruct,2.92 K
2025-05-22 23:00:00,mistral.mistral-small-2503,88
2025-05-22 23:00:00,mistral.pixtral-large-2411,67
2025-05-22 23:00:00,ollama.mistral:7b,154
2025-05-22 23:00:00,openai.gpt-4.1-2025-04-14,496 K
2025-05-22 23:00:00,openai.gpt-4.1-mini-2025-04-14,1.75 Mil
2025-05-22 23:00:00,openai.o4-mini-2025-04-16,282 K
2025-05-23 00:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 00:00:00,anthropic.claude-3-7-sonnet-20250219,49.5 K
2025-05-23 00:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 00:00:00,google_genai.gemini-2.0-flash-001,2.00 K
2025-05-23 00:00:00,meta.llama-3-2-11b-vision-instruct,1.11 K
2025-05-23 00:00:00,mistral.mistral-small-2503,88
2025-05-23 00:00:00,mistral.pixtral-large-2411,83
2025-05-23 00:00:00,ollama.mistral:7b,154
2025-05-23 00:00:00,openai.gpt-4.1-2025-04-14,151 K
2025-05-23 00:00:00,openai.gpt-4.1-mini-2025-04-14,2.05 Mil
2025-05-23 00:00:00,openai.o4-mini-2025-04-16,148 K
2025-05-23 01:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 01:00:00,anthropic.claude-3-7-sonnet-20250219,23.4 K
2025-05-23 01:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 01:00:00,google_genai.gemini-2.0-flash-001,1.99 K
2025-05-23 01:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-23 01:00:00,mistral.mistral-small-2503,88
2025-05-23 01:00:00,mistral.pixtral-large-2411,57
2025-05-23 01:00:00,ollama.mistral:7b,154
2025-05-23 01:00:00,openai.gpt-4.1-2025-04-14,32.2 K
2025-05-23 01:00:00,openai.gpt-4.1-mini-2025-04-14,595 K
2025-05-23 01:00:00,openai.o4-mini-2025-04-16,130
2025-05-23 02:00:00,anthropic.claude-3-5-haiku-20241022,1.04 K
2025-05-23 02:00:00,anthropic.claude-3-7-sonnet-20250219,10.2 K
2025-05-23 02:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 02:00:00,google_genai.gemini-2.0-flash-001,380
2025-05-23 02:00:00,meta.llama-3-2-11b-vision-instruct,1.15 K
2025-05-23 02:00:00,mistral.mistral-small-2503,89
2025-05-23 02:00:00,mistral.pixtral-large-2411,34
2025-05-23 02:00:00,ollama.mistral:7b,154
2025-05-23 02:00:00,openai.gpt-4.1-2025-04-14,9.39 K
2025-05-23 02:00:00,openai.gpt-4.1-mini-2025-04-14,843 K
2025-05-23 02:00:00,openai.o4-mini-2025-04-16,130
2025-05-23 03:00:00,anthropic.claude-3-5-haiku-20241022,3.59 K
2025-05-23 03:00:00,anthropic.claude-3-7-sonnet-20250219,35.3 K
2025-05-23 03:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 03:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 03:00:00,meta.llama-3-2-11b-vision-instruct,6.26 K
2025-05-23 03:00:00,mistral.mistral-small-2503,88
2025-05-23 03:00:00,mistral.pixtral-large-2411,96
2025-05-23 03:00:00,ollama.mistral:7b,154
2025-05-23 03:00:00,openai.gpt-4.1-2025-04-14,12.5 K
2025-05-23 03:00:00,openai.gpt-4.1-mini-2025-04-14,891 K
2025-05-23 03:00:00,openai.o4-mini-2025-04-16,3.44 K
2025-05-23 04:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 04:00:00,anthropic.claude-3-7-sonnet-20250219,472
2025-05-23 04:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 04:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 04:00:00,meta.llama-3-2-11b-vision-instruct,16.0 K
2025-05-23 04:00:00,mistral.mistral-small-2503,88
2025-05-23 04:00:00,mistral.pixtral-large-2411,99
2025-05-23 04:00:00,ollama.mistral:7b,294
2025-05-23 04:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-23 04:00:00,openai.gpt-4.1-mini-2025-04-14,160 K
2025-05-23 04:00:00,openai.o4-mini-2025-04-16,10.1 K
2025-05-23 05:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 05:00:00,anthropic.claude-3-7-sonnet-20250219,2.77 K
2025-05-23 05:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 05:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 05:00:00,meta.llama-3-2-11b-vision-instruct,21.1 K
2025-05-23 05:00:00,mistral.mistral-small-2503,88
2025-05-23 05:00:00,mistral.pixtral-large-2411,56
2025-05-23 05:00:00,ollama.mistral:7b,177
2025-05-23 05:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-23 05:00:00,openai.gpt-4.1-mini-2025-04-14,21.8 K
2025-05-23 05:00:00,openai.o4-mini-2025-04-16,13.1 K
2025-05-23 06:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 06:00:00,anthropic.claude-3-7-sonnet-20250219,1.33 K
2025-05-23 06:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 06:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 06:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-23 06:00:00,mistral.mistral-small-2503,88
2025-05-23 06:00:00,mistral.pixtral-large-2411,85
2025-05-23 06:00:00,ollama.mistral:7b,154
2025-05-23 06:00:00,openai.gpt-4.1-2025-04-14,6.36 K
2025-05-23 06:00:00,openai.gpt-4.1-mini-2025-04-14,89.2 K
2025-05-23 06:00:00,openai.o4-mini-2025-04-16,66
2025-05-23 07:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 07:00:00,anthropic.claude-3-7-sonnet-20250219,40.7 K
2025-05-23 07:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 07:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 07:00:00,meta.llama-3-2-11b-vision-instruct,1.51 K
2025-05-23 07:00:00,mistral.mistral-small-2503,88
2025-05-23 07:00:00,mistral.pixtral-large-2411,70
2025-05-23 07:00:00,ollama.mistral:7b,154
2025-05-23 07:00:00,openai.gpt-4.1-2025-04-14,6.33 K
2025-05-23 07:00:00,openai.gpt-4.1-mini-2025-04-14,209 K
2025-05-23 07:00:00,openai.o4-mini-2025-04-16,9.45 K
2025-05-23 08:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 08:00:00,anthropic.claude-3-7-sonnet-20250219,611 K
2025-05-23 08:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 08:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 08:00:00,meta.llama-3-2-11b-vision-instruct,8.74 K
2025-05-23 08:00:00,mistral.mistral-small-2503,326
2025-05-23 08:00:00,mistral.pixtral-large-2411,34
2025-05-23 08:00:00,ollama.mistral:7b,154
2025-05-23 08:00:00,openai.gpt-4.1-2025-04-14,19.4 K
2025-05-23 08:00:00,openai.gpt-4.1-mini-2025-04-14,675 K
2025-05-23 08:00:00,openai.o4-mini-2025-04-16,154 K
2025-05-23 09:00:00,anthropic.claude-3-5-haiku-20241022,24.5 K
2025-05-23 09:00:00,anthropic.claude-3-7-sonnet-20250219,836 K
2025-05-23 09:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 09:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 09:00:00,meta.llama-3-2-11b-vision-instruct,39.9 K
2025-05-23 09:00:00,mistral.mistral-small-2503,200
2025-05-23 09:00:00,mistral.pixtral-large-2411,57
2025-05-23 09:00:00,ollama.mistral:7b,154
2025-05-23 09:00:00,openai.gpt-4.1-2025-04-14,358 K
2025-05-23 09:00:00,openai.gpt-4.1-mini-2025-04-14,1.81 Mil
2025-05-23 09:00:00,openai.o4-mini-2025-04-16,254 K
2025-05-23 10:00:00,anthropic.claude-3-5-haiku-20241022,19.3 K
2025-05-23 10:00:00,anthropic.claude-3-7-sonnet-20250219,412 K
2025-05-23 10:00:00,google_genai.gemini-1.5-pro-002,866
2025-05-23 10:00:00,google_genai.gemini-2.0-flash-001,8.06 K
2025-05-23 10:00:00,meta.llama-3-2-11b-vision-instruct,236 K
2025-05-23 10:00:00,mistral.mistral-small-2503,797
2025-05-23 10:00:00,mistral.pixtral-large-2411,709
2025-05-23 10:00:00,ollama.mistral:7b,154
2025-05-23 10:00:00,openai.gpt-4.1-2025-04-14,760 K
2025-05-23 10:00:00,openai.gpt-4.1-mini-2025-04-14,3.17 Mil
2025-05-23 10:00:00,openai.o4-mini-2025-04-16,85.7 K
2025-05-23 11:00:00,anthropic.claude-3-5-haiku-20241022,271
2025-05-23 11:00:00,anthropic.claude-3-7-sonnet-20250219,259 K
2025-05-23 11:00:00,google_genai.gemini-1.5-pro-002,862
2025-05-23 11:00:00,google_genai.gemini-2.0-flash-001,50.4 K
2025-05-23 11:00:00,meta.llama-3-2-11b-vision-instruct,161 K
2025-05-23 11:00:00,mistral.mistral-small-2503,1.43 K
2025-05-23 11:00:00,mistral.pixtral-large-2411,1.16 K
2025-05-23 11:00:00,ollama.mistral:7b,6.44 K
2025-05-23 11:00:00,openai.gpt-4.1-2025-04-14,433 K
2025-05-23 11:00:00,openai.gpt-4.1-mini-2025-04-14,2.15 Mil
2025-05-23 11:00:00,openai.o4-mini-2025-04-16,462 K
2025-05-23 12:00:00,anthropic.claude-3-5-haiku-20241022,378
2025-05-23 12:00:00,anthropic.claude-3-7-sonnet-20250219,50.6 K
2025-05-23 12:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 12:00:00,google_genai.gemini-2.0-flash-001,1.56 Mil
2025-05-23 12:00:00,meta.llama-3-2-11b-vision-instruct,64.1 K
2025-05-23 12:00:00,mistral.mistral-small-2503,88
2025-05-23 12:00:00,mistral.pixtral-large-2411,100
2025-05-23 12:00:00,ollama.mistral:7b,2.36 K
2025-05-23 12:00:00,openai.gpt-4.1-2025-04-14,122 K
2025-05-23 12:00:00,openai.gpt-4.1-mini-2025-04-14,2.15 Mil
2025-05-23 12:00:00,openai.o4-mini-2025-04-16,207 K
2025-05-23 13:00:00,anthropic.claude-3-5-haiku-20241022,36.0 K
2025-05-23 13:00:00,anthropic.claude-3-7-sonnet-20250219,296 K
2025-05-23 13:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 13:00:00,google_genai.gemini-2.0-flash-001,2.19 Mil
2025-05-23 13:00:00,meta.llama-3-2-11b-vision-instruct,413 K
2025-05-23 13:00:00,mistral.mistral-small-2503,88
2025-05-23 13:00:00,mistral.pixtral-large-2411,107
2025-05-23 13:00:00,ollama.mistral:7b,154
2025-05-23 13:00:00,openai.gpt-4.1-2025-04-14,692 K
2025-05-23 13:00:00,openai.gpt-4.1-mini-2025-04-14,1.82 Mil
2025-05-23 13:00:00,openai.o4-mini-2025-04-16,512 K
2025-05-23 14:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 14:00:00,anthropic.claude-3-7-sonnet-20250219,256 K
2025-05-23 14:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 14:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 14:00:00,meta.llama-3-2-11b-vision-instruct,66.8 K
2025-05-23 14:00:00,mistral.mistral-small-2503,88
2025-05-23 14:00:00,mistral.pixtral-large-2411,57
2025-05-23 14:00:00,ollama.mistral:7b,154
2025-05-23 14:00:00,openai.gpt-4.1-2025-04-14,458 K
2025-05-23 14:00:00,openai.gpt-4.1-mini-2025-04-14,2.24 Mil
2025-05-23 14:00:00,openai.o4-mini-2025-04-16,65.9 K
2025-05-23 15:00:00,anthropic.claude-3-5-haiku-20241022,13.9 K
2025-05-23 15:00:00,anthropic.claude-3-7-sonnet-20250219,315 K
2025-05-23 15:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 15:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 15:00:00,meta.llama-3-2-11b-vision-instruct,37.2 K
2025-05-23 15:00:00,mistral.mistral-small-2503,209
2025-05-23 15:00:00,mistral.pixtral-large-2411,84
2025-05-23 15:00:00,ollama.mistral:7b,154
2025-05-23 15:00:00,openai.gpt-4.1-2025-04-14,32.2 K
2025-05-23 15:00:00,openai.gpt-4.1-mini-2025-04-14,2.26 Mil
2025-05-23 15:00:00,openai.o4-mini-2025-04-16,204 K
2025-05-23 16:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 16:00:00,anthropic.claude-3-7-sonnet-20250219,120 K
2025-05-23 16:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 16:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 16:00:00,meta.llama-3-2-11b-vision-instruct,2.11 K
2025-05-23 16:00:00,mistral.mistral-small-2503,88
2025-05-23 16:00:00,mistral.pixtral-large-2411,677
2025-05-23 16:00:00,ollama.mistral:7b,154
2025-05-23 16:00:00,openai.gpt-4.1-2025-04-14,108 K
2025-05-23 16:00:00,openai.gpt-4.1-mini-2025-04-14,2.13 Mil
2025-05-23 16:00:00,openai.o4-mini-2025-04-16,629 K
2025-05-23 17:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 17:00:00,anthropic.claude-3-7-sonnet-20250219,247 K
2025-05-23 17:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 17:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 17:00:00,meta.llama-3-2-11b-vision-instruct,305 K
2025-05-23 17:00:00,mistral.mistral-small-2503,88
2025-05-23 17:00:00,mistral.pixtral-large-2411,74
2025-05-23 17:00:00,ollama.mistral:7b,154
2025-05-23 17:00:00,openai.gpt-4.1-2025-04-14,157 K
2025-05-23 17:00:00,openai.gpt-4.1-mini-2025-04-14,1.11 Mil
2025-05-23 17:00:00,openai.o4-mini-2025-04-16,46.4 K
2025-05-23 18:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 18:00:00,anthropic.claude-3-7-sonnet-20250219,376 K
2025-05-23 18:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 18:00:00,google_genai.gemini-2.0-flash-001,5.32 K
2025-05-23 18:00:00,meta.llama-3-2-11b-vision-instruct,5.38 K
2025-05-23 18:00:00,mistral.mistral-small-2503,67
2025-05-23 18:00:00,mistral.pixtral-large-2411,34
2025-05-23 18:00:00,ollama.mistral:7b,154
2025-05-23 18:00:00,openai.gpt-4.1-2025-04-14,109 K
2025-05-23 18:00:00,openai.gpt-4.1-mini-2025-04-14,2.14 Mil
2025-05-23 18:00:00,openai.o4-mini-2025-04-16,378 K
2025-05-23 19:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 19:00:00,anthropic.claude-3-7-sonnet-20250219,163 K
2025-05-23 19:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 19:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 19:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-23 19:00:00,mistral.mistral-small-2503,153
2025-05-23 19:00:00,mistral.pixtral-large-2411,57
2025-05-23 19:00:00,ollama.mistral:7b,154
2025-05-23 19:00:00,openai.gpt-4.1-2025-04-14,77.6 K
2025-05-23 19:00:00,openai.gpt-4.1-mini-2025-04-14,1.23 Mil
2025-05-23 19:00:00,openai.o4-mini-2025-04-16,360 K
2025-05-23 20:00:00,anthropic.claude-3-5-haiku-20241022,6.11 K
2025-05-23 20:00:00,anthropic.claude-3-7-sonnet-20250219,29.7 K
2025-05-23 20:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 20:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 20:00:00,meta.llama-3-2-11b-vision-instruct,2.61 K
2025-05-23 20:00:00,mistral.mistral-small-2503,89
2025-05-23 20:00:00,mistral.pixtral-large-2411,68
2025-05-23 20:00:00,ollama.mistral:7b,591
2025-05-23 20:00:00,openai.gpt-4.1-2025-04-14,36.9 K
2025-05-23 20:00:00,openai.gpt-4.1-mini-2025-04-14,1.36 Mil
2025-05-23 20:00:00,openai.o4-mini-2025-04-16,2.05 Mil
2025-05-23 21:00:00,anthropic.claude-3-5-haiku-20241022,19
2025-05-23 21:00:00,anthropic.claude-3-7-sonnet-20250219,654 K
2025-05-23 21:00:00,google_genai.gemini-1.5-pro-002,16.2 K
2025-05-23 21:00:00,google_genai.gemini-2.0-flash-001,126
2025-05-23 21:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-23 21:00:00,mistral.mistral-small-2503,45
2025-05-23 21:00:00,mistral.pixtral-large-2411,17
2025-05-23 21:00:00,ollama.mistral:7b,77
2025-05-23 21:00:00,openai.gpt-4.1-2025-04-14,338 K
2025-05-23 21:00:00,openai.gpt-4.1-mini-2025-04-14,2.46 Mil
2025-05-23 21:00:00,openai.o4-mini-2025-04-16,2.58 Mil
2025-05-23 22:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 22:00:00,anthropic.claude-3-7-sonnet-20250219,6.16 K
2025-05-23 22:00:00,google_genai.gemini-1.5-pro-002,66
2025-05-23 22:00:00,google_genai.gemini-2.0-flash-001,66
2025-05-23 22:00:00,meta.llama-3-2-11b-vision-instruct,706
2025-05-23 22:00:00,mistral.mistral-small-2503,88
2025-05-23 22:00:00,mistral.pixtral-large-2411,84
2025-05-23 22:00:00,ollama.mistral:7b,154
2025-05-23 22:00:00,openai.gpt-4.1-2025-04-14,219 K
2025-05-23 22:00:00,openai.gpt-4.1-mini-2025-04-14,2.30 Mil
2025-05-23 22:00:00,openai.o4-mini-2025-04-16,76.4 K
2025-05-23 23:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-23 23:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-23 23:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-23 23:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-23 23:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-23 23:00:00,mistral.mistral-small-2503,88
2025-05-23 23:00:00,mistral.pixtral-large-2411,96
2025-05-23 23:00:00,ollama.mistral:7b,154
2025-05-23 23:00:00,openai.gpt-4.1-2025-04-14,474 K
2025-05-23 23:00:00,openai.gpt-4.1-mini-2025-04-14,1.99 Mil
2025-05-23 23:00:00,openai.o4-mini-2025-04-16,95.2 K
2025-05-24 00:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 00:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-24 00:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 00:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 00:00:00,meta.llama-3-2-11b-vision-instruct,1.17 K
2025-05-24 00:00:00,mistral.mistral-small-2503,88
2025-05-24 00:00:00,mistral.pixtral-large-2411,102
2025-05-24 00:00:00,ollama.mistral:7b,154
2025-05-24 00:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 00:00:00,openai.gpt-4.1-mini-2025-04-14,385 K
2025-05-24 00:00:00,openai.o4-mini-2025-04-16,522 K
2025-05-24 01:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 01:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-24 01:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 01:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 01:00:00,meta.llama-3-2-11b-vision-instruct,1.17 K
2025-05-24 01:00:00,mistral.mistral-small-2503,88
2025-05-24 01:00:00,mistral.pixtral-large-2411,63
2025-05-24 01:00:00,ollama.mistral:7b,154
2025-05-24 01:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 01:00:00,openai.gpt-4.1-mini-2025-04-14,278 K
2025-05-24 01:00:00,openai.o4-mini-2025-04-16,89.9 K
2025-05-24 02:00:00,anthropic.claude-3-5-haiku-20241022,38
